Id,LotFrontage,LotArea,BldgType,OverallQual,YearBuilt,MasVnrArea,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,Fireplaces,FireplaceQu,GarageCars,YrSold,SaleCondition,SalePrice
888,59,16466,1Fam,5,1955,0,816,872,1393,1,0,NA,1,2008,Normal,135500
889,95,15865,1Fam,8,1970,0,2217,2217,2217,2,1,TA,2,2007,Normal,268000
890,128,12160,1Fam,6,1953,90,1505,1505,1505,1,1,TA,2,2009,Normal,149500
891,60,8064,1Fam,5,1949,0,672,672,924,1,1,Po,2,2007,Normal,122900
892,70,11184,1Fam,6,1978,92,918,918,1683,2,1,TA,2,2009,Normal,172500
893,70,8414,1Fam,6,1963,0,1059,1068,1068,1,0,NA,1,2006,Normal,154500
894,NA,13284,1Fam,5,1954,0,1383,1383,1383,1,1,Gd,1,2008,Normal,165000
895,64,7018,Duplex,5,1979,0,0,1535,1535,2,0,NA,2,2009,Alloca,118858
896,71,7056,1Fam,6,1963,415,780,983,1796,1,1,TA,2,2008,Normal,140000
897,50,8765,1Fam,4,1936,0,951,951,951,1,0,NA,1,2006,Abnorml,106500
898,64,7018,Duplex,5,1979,0,0,1120,2240,2,0,NA,2,2009,Alloca,142953
899,100,12919,1Fam,9,2009,760,2330,2364,2364,2,2,Gd,3,2010,Partial,611657
900,65,6993,1Fam,5,1961,0,912,1236,1236,1,1,TA,1,2006,Normal,135000
901,NA,7340,1Fam,4,1971,0,858,858,858,1,0,NA,1,2007,Normal,110000
902,64,8712,1Fam,5,1957,0,992,1306,1306,1,0,NA,1,2009,Normal,153000
903,63,7875,1Fam,7,2003,0,783,807,1509,2,1,Gd,2,2006,Normal,180000
904,50,14859,1Fam,7,2006,27,1670,1670,1670,2,1,Gd,3,2006,Partial,240000
905,NA,6173,1Fam,5,1967,75,876,902,902,1,0,NA,1,2007,Normal,125500
906,80,9920,1Fam,5,1954,110,1056,1063,1063,1,0,NA,1,2010,Normal,128000
907,116,13501,1Fam,8,2006,208,1623,1636,1636,2,1,Gd,3,2007,Normal,255000
908,86,11500,1Fam,7,1936,0,1017,1020,2057,1,1,Gd,1,2006,Normal,250000
909,NA,8885,1Fam,5,1983,0,864,902,902,1,0,NA,2,2006,Normal,131000
910,149,12589,1Fam,6,2005,0,742,742,1484,2,1,Gd,2,2009,Normal,174000
911,80,11600,Duplex,5,1960,361,1105,1105,2274,2,0,NA,2,2010,Normal,154300
912,NA,9286,1Fam,5,1977,0,1268,1268,1268,1,0,NA,1,2009,Normal,143500
913,51,6120,1Fam,5,1925,0,768,1015,1015,1,0,NA,1,2006,Abnorml,88000
914,82,6270,Duplex,5,1949,0,1001,1001,2002,2,0,NA,3,2007,Normal,145000
915,30,3000,TwnhsE,6,2009,76,612,612,1224,2,0,NA,2,2009,Partial,173733
916,21,2001,Twnhs,4,1970,80,546,546,1092,1,0,NA,1,2007,Normal,75000
917,50,9000,1Fam,2,1949,0,480,480,480,0,0,NA,1,2006,Abnorml,35311
918,NA,17140,1Fam,4,1956,0,1134,1229,1229,1,0,NA,1,2009,Normal,135000
919,103,13125,1Fam,7,1991,0,1104,912,2127,2,1,TA,3,2007,Normal,238000
920,87,11029,1Fam,6,1958,0,1184,1414,1414,1,1,TA,2,2008,Normal,176500
921,70,8462,1Fam,6,1994,105,928,936,1721,2,0,NA,2,2007,Normal,201000
922,67,8777,Duplex,5,1900,0,1272,1272,2200,2,0,NA,0,2008,Normal,145900
923,65,10237,1Fam,6,2005,0,1316,1316,1316,2,1,Gd,2,2006,Partial,169990
924,50,8012,TwnhsE,6,1993,0,1604,1617,1617,2,1,Fa,2,2008,Normal,193000
925,79,10240,1Fam,6,1980,157,1686,1686,1686,2,1,TA,2,2006,Normal,207500
926,NA,15611,1Fam,5,1977,0,1126,1126,1126,2,0,NA,2,2008,Abnorml,175000
927,93,11999,1Fam,8,2003,340,1181,1234,2374,2,1,Gd,3,2007,Normal,285000
928,NA,9900,1Fam,7,1968,342,832,1098,1978,2,1,Gd,2,2008,Normal,176000
929,NA,11838,1Fam,8,2001,0,1753,1788,1788,2,1,TA,2,2009,Normal,236500
930,NA,13006,1Fam,7,1997,285,964,993,2236,2,1,TA,2,2006,Normal,222000
931,73,8925,1Fam,8,2007,0,1466,1466,1466,2,0,NA,3,2009,Normal,201000
932,70,9100,1Fam,5,1965,0,925,925,925,1,0,NA,1,2009,Normal,117500
933,84,11670,1Fam,9,2006,302,1905,1905,1905,2,1,Gd,3,2007,Normal,320000
934,63,8487,1Fam,7,2004,210,1500,1500,1500,2,0,NA,2,2009,Normal,190000
935,313,27650,1Fam,7,1960,0,585,2069,2069,2,1,Gd,2,2008,Normal,242000
936,52,5825,1Fam,4,1926,108,600,747,747,1,0,NA,2,2006,Normal,79900
937,67,10083,1Fam,7,2003,NA,1176,1200,1200,2,0,NA,2,2009,Normal,184900
938,75,9675,1Fam,7,2005,0,1113,1113,1971,2,1,Gd,2,2009,Normal,253000
939,73,8760,1Fam,7,2006,0,1391,1391,1962,2,0,NA,3,2006,Partial,239799
940,NA,24090,1Fam,7,1940,0,1032,1207,2403,2,2,TA,1,2010,Normal,244400
941,55,12640,Duplex,6,1976,0,1728,1728,1728,2,0,NA,2,2006,Normal,150900
942,NA,8755,1Fam,7,1999,298,992,1022,2060,2,1,TA,2,2009,Normal,214000
943,42,7711,Duplex,4,1977,0,1440,1440,1440,2,0,NA,0,2007,Abnorml,150000
944,100,25000,Duplex,5,1967,0,1632,1632,1632,2,0,NA,2,2007,Normal,143000
945,NA,14375,1Fam,6,1958,541,819,1344,1344,1,1,Gd,2,2009,Abnorml,137500
946,98,8820,1Fam,5,1890,0,1088,1188,1869,1,0,NA,2,2009,Normal,124900
947,70,8163,1Fam,5,1959,128,1144,1144,1144,1,1,TA,1,2006,Normal,143000
948,85,14536,1Fam,8,2002,236,1616,1629,1629,2,1,Gd,3,2007,Normal,270000
949,65,14006,1Fam,7,2002,144,936,936,1776,2,1,TA,2,2006,Normal,192500
950,78,9360,1Fam,6,1972,0,1161,1381,1381,1,1,TA,2,2010,Normal,197500
951,60,7200,1Fam,5,1950,0,864,864,864,1,0,NA,2,2007,Normal,129000
952,60,7800,1Fam,5,1965,0,828,965,965,1,0,NA,1,2006,Abnorml,119900
953,60,7200,1Fam,5,1972,0,768,768,768,1,0,NA,1,2009,Normal,133900
954,NA,11075,1Fam,5,1969,232,784,1168,1968,2,1,Po,2,2008,Normal,172000
955,35,9400,Duplex,6,1975,250,945,980,980,2,0,NA,0,2006,AdjLand,127500
956,82,7136,Duplex,6,1946,423,979,979,1958,2,0,NA,2,2007,Normal,145000
957,24,1300,TwnhsE,6,1980,0,561,561,1229,1,1,TA,2,2009,Normal,124000
958,70,7420,1Fam,5,1962,0,1057,1057,1057,1,0,NA,2,2007,Normal,132000
959,65,8450,1Fam,7,2003,0,1337,1337,1337,2,0,NA,2,2007,Normal,185000
960,24,2572,Twnhs,7,1999,0,696,696,1416,2,0,NA,2,2010,Normal,155000
961,50,7207,1Fam,5,1958,0,858,858,858,1,0,NA,0,2010,Normal,116500
962,NA,12227,1Fam,6,1977,424,1330,1542,2872,2,1,TA,2,2008,Normal,272000
963,24,2308,TwnhsE,6,1976,0,804,804,1548,2,1,TA,2,2007,Normal,155000
964,122,11923,1Fam,9,2007,0,1800,1800,1800,2,0,NA,2,2009,Normal,239000
965,80,11316,1Fam,7,2002,44,817,824,1894,2,1,Gd,2,2010,Normal,214900
966,65,10237,1Fam,6,2005,0,783,783,1484,2,1,Gd,2,2007,Partial,178900
967,130,9600,1Fam,5,1940,0,728,976,1308,1,2,TA,1,2009,Normal,160000
968,NA,7390,1Fam,5,1955,151,1098,1098,1098,1,0,NA,1,2008,Normal,135000
969,50,5925,1Fam,3,1910,0,600,600,968,1,0,NA,0,2009,Abnorml,37900
970,75,10382,2fmCon,6,1958,105,588,1095,1095,1,0,NA,1,2006,Normal,140000
971,60,10800,1Fam,4,1949,0,720,720,1192,1,0,NA,0,2006,Abnorml,135000
972,36,2268,Twnhs,7,2003,106,764,764,1626,2,0,NA,2,2009,Normal,173000
973,55,7892,TwnhsE,6,1979,0,918,918,918,2,1,TA,1,2010,Normal,99500
974,95,11639,1Fam,7,2007,NA,1428,1428,1428,2,0,NA,2,2008,Partial,182000
975,60,11414,1Fam,7,1910,0,728,1136,2019,1,0,NA,2,2009,Normal,167500
976,NA,2651,Twnhs,7,2000,0,673,673,1382,2,0,NA,2,2006,Normal,165000
977,51,5900,1Fam,4,1923,0,440,869,869,1,0,NA,0,2006,Normal,85500
978,35,4274,TwnhsE,7,2006,NA,1241,1241,1241,1,0,NA,2,2007,Partial,199900
979,68,9450,1Fam,4,1954,0,894,894,894,1,0,NA,2,2007,Abnorml,110000
980,80,8816,1Fam,5,1963,0,1121,1121,1121,1,0,NA,2,2009,Normal,139000
981,NA,12122,1Fam,7,1961,210,944,999,999,1,0,NA,2,2008,Normal,178400
982,98,12203,1Fam,8,1998,975,1225,1276,2612,2,1,TA,3,2009,Normal,336000
983,43,3182,1Fam,7,2007,16,1266,1266,1266,2,1,Gd,2,2008,Normal,159895
984,NA,11250,1Fam,8,2002,0,1128,1149,2290,2,1,Gd,2,2008,Normal,255900
985,75,10125,Duplex,5,1977,0,0,1302,1734,2,0,NA,2,2009,Normal,126000
986,68,10880,2fmCon,5,1950,0,1164,1164,1164,1,0,NA,1,2008,Normal,125000
987,59,5310,1Fam,6,1910,0,485,1001,1635,1,0,NA,1,2006,Normal,117000
988,83,10159,1Fam,9,2009,450,1930,1940,1940,2,1,Gd,3,2010,Partial,395192
989,NA,12046,1Fam,6,1976,298,848,1118,2030,2,1,TA,2,2007,Normal,195000
990,65,8125,1Fam,7,2006,0,770,778,1576,2,0,NA,2,2006,Partial,197000
991,82,9452,1Fam,8,1997,423,1396,1407,2392,2,1,TA,3,2006,Normal,348000
992,121,17671,1Fam,8,1882,0,916,916,1742,1,1,Gd,2,2009,Normal,168000
993,80,9760,1Fam,6,1964,340,822,1020,1851,2,1,Fa,2,2007,Normal,187000
994,68,8846,1Fam,6,2005,0,750,750,1500,2,0,NA,2,2006,Partial,173900
995,96,12456,1Fam,10,2006,230,1700,1718,1718,2,1,Gd,3,2009,Normal,337500
996,51,4712,1Fam,4,1946,0,747,774,1230,1,0,NA,1,2006,Abnorml,121600
997,NA,10659,1Fam,5,1961,0,1050,1050,1050,1,0,NA,1,2006,Normal,136500
998,NA,11717,1Fam,6,1970,571,1442,1442,1442,2,1,TA,2,2009,Normal,185000
999,60,9786,1Fam,3,1922,0,1007,1077,1077,1,1,Gd,1,2006,Normal,91000
1000,64,6762,1Fam,7,2006,24,1187,1208,1208,2,0,NA,2,2010,Normal,206000
1001,74,10206,1Fam,3,1952,0,0,944,944,1,0,NA,2,2009,Normal,82000
1002,60,5400,1Fam,5,1920,0,691,691,691,1,0,NA,1,2007,Abnorml,86000
1003,75,11957,1Fam,8,2006,53,1574,1574,1574,2,1,Gd,3,2008,Normal,232000
1004,NA,11500,Duplex,5,1976,164,1680,1680,1680,2,0,NA,2,2007,Normal,136905
1005,43,3182,TwnhsE,7,2005,16,1346,1504,1504,2,1,Gd,2,2009,Normal,181000
1006,65,8385,1Fam,5,1977,220,985,985,985,2,0,NA,1,2008,Normal,149900
1007,NA,12155,1Fam,6,1970,0,1657,1657,1657,2,1,TA,2,2007,Normal,163500
1008,21,2217,TwnhsE,4,1970,0,546,546,1092,1,0,NA,1,2009,Normal,88000
1009,43,12118,1Fam,7,2004,108,1710,1710,1710,2,1,Gd,2,2009,Normal,240000
1010,60,6000,1Fam,5,1926,0,1008,1008,1522,2,0,NA,0,2006,Normal,102000
1011,115,21286,1Fam,5,1948,0,720,720,1271,2,1,Gd,1,2008,Normal,135000
1012,75,9825,Duplex,5,1965,0,0,1664,1664,2,0,NA,0,2010,Normal,100000
1013,55,10592,1Fam,6,1923,0,602,900,1502,1,2,TA,1,2007,Normal,165000
1014,60,7200,1Fam,5,1910,0,1022,1022,1022,1,0,NA,1,2009,Normal,85000
1015,60,11664,1Fam,6,1948,206,1082,1082,1082,1,1,Gd,1,2007,Normal,119200
1016,70,8400,1Fam,8,2001,0,810,810,1665,2,0,NA,2,2009,Normal,227000
1017,73,11883,1Fam,7,1996,196,1504,1504,1504,2,1,TA,2,2009,Normal,203000
1018,NA,5814,TwnhsE,8,1984,0,1220,1360,1360,1,1,Ex,2,2009,Abnorml,187500
1019,NA,10784,1Fam,7,1991,76,384,802,1472,2,1,TA,2,2007,Normal,160000
1020,43,3013,TwnhsE,7,2005,145,1362,1506,1506,2,1,Gd,2,2006,Normal,213490
1021,60,7024,1Fam,4,2005,0,1132,1132,1132,1,0,NA,2,2008,Normal,176000
1022,64,7406,1Fam,7,2006,84,1199,1220,1220,2,0,NA,2,2006,Partial,194000
1023,52,9439,1Fam,5,1930,0,912,912,1248,1,0,NA,1,2007,Normal,87000
1024,43,3182,TwnhsE,7,2005,14,1346,1504,1504,2,1,Gd,2,2008,Normal,191000
1025,NA,15498,1Fam,8,1976,0,1565,2898,2898,2,1,Gd,2,2008,Abnorml,287000
1026,70,7700,1Fam,5,1972,0,882,882,882,1,0,NA,2,2007,Normal,112500
1027,73,9300,1Fam,5,1960,324,1268,1264,1264,1,2,Gd,2,2010,Normal,167500
1028,71,9520,1Fam,8,2007,338,1638,1646,1646,2,1,Gd,3,2008,Partial,293077
1029,79,9492,1Fam,5,1941,0,768,968,1376,1,1,Gd,1,2007,Normal,105000
1030,21,1680,Twnhs,6,1972,281,672,672,1218,1,0,NA,1,2006,Normal,118000
1031,NA,7082,2fmCon,5,1916,0,686,948,1928,2,0,NA,0,2006,Normal,160000
1032,102,15863,1Fam,7,1920,0,824,1687,3082,2,2,TA,2,2009,Normal,197000
1033,NA,14541,1Fam,8,1993,0,1338,1352,2520,2,1,TA,3,2006,Abnorml,310000
1034,NA,8125,1Fam,7,2002,295,1654,1654,1654,2,0,NA,3,2006,Normal,230000
1035,50,6305,1Fam,5,1938,0,920,954,954,1,1,Gd,1,2007,Normal,119750
1036,NA,11500,1Fam,4,1957,0,0,845,845,1,0,NA,1,2009,Normal,84000
1037,89,12898,1Fam,9,2007,70,1620,1620,1620,2,1,Ex,3,2009,Normal,315500
1038,NA,9240,1Fam,8,2001,396,1055,1055,2263,2,1,TA,2,2008,Normal,287000
1039,21,1533,Twnhs,4,1970,0,546,798,1344,1,1,TA,0,2009,Normal,97000
1040,21,1477,TwnhsE,4,1970,0,630,630,630,1,0,NA,1,2009,Normal,80000
1041,88,13125,1Fam,5,1957,67,1134,1803,1803,2,1,TA,2,2006,Normal,155000
1042,NA,9130,1Fam,6,1966,252,800,800,1632,1,0,NA,2,2008,Normal,173000
1043,34,5381,Twnhs,6,2005,135,1306,1306,1306,2,1,Gd,2,2009,Normal,196000
1044,86,11839,1Fam,7,1990,99,1475,1532,2329,2,1,Ex,2,2008,Normal,262280
1045,80,9600,1Fam,8,1981,0,2524,2524,2524,2,1,Gd,2,2009,Normal,278000
1046,NA,13680,1Fam,3,1955,0,0,1733,1733,2,1,Gd,2,2009,Normal,139600
1047,85,16056,1Fam,9,2005,208,1992,1992,2868,3,1,Gd,3,2006,Partial,556581
1048,57,9245,1Fam,5,1994,0,990,990,990,1,0,NA,2,2008,Normal,145000
1049,100,21750,1Fam,5,1960,75,0,1771,1771,1,1,TA,2,2009,Normal,115000
1050,60,11100,1Fam,4,1946,0,0,930,930,1,0,NA,1,2010,Abnorml,84900
1051,73,8993,1Fam,7,2007,0,1302,1302,1302,2,0,NA,2,2007,Partial,176485
1052,103,11175,1Fam,7,2007,0,1316,1316,1316,2,1,Gd,2,2007,Partial,200141
1053,100,9500,1Fam,6,1964,272,816,1127,1977,1,1,TA,2,2007,Normal,165000
1054,68,8562,1Fam,5,1957,145,1216,1526,1526,1,1,Gd,1,2010,Normal,144500
1055,90,11367,1Fam,8,2002,210,1065,1091,1989,2,1,Gd,2,2006,Normal,255000
1056,104,11361,1Fam,6,1976,160,1193,1523,1523,2,1,TA,2,2008,Abnorml,180000
1057,43,7052,TwnhsE,7,2005,240,1364,1364,1364,2,1,Gd,2,2006,Normal,185850
1058,NA,29959,1Fam,7,1994,0,973,979,1850,2,1,Gd,2,2009,Normal,248000
1059,96,11308,1Fam,9,2008,154,1104,1130,2184,2,1,Gd,3,2009,Normal,335000
1060,NA,11275,1Fam,6,1932,480,854,1096,1991,1,1,Gd,2,2007,Normal,220000
1061,41,4920,TwnhsE,8,2001,0,1338,1338,1338,2,0,NA,2,2010,Normal,213500
1062,120,18000,1Fam,3,1935,0,894,894,894,1,0,NA,3,2008,Normal,81000
1063,85,13600,2fmCon,5,1900,0,662,1422,2337,2,0,NA,2,2007,Normal,90000
1064,50,6000,1Fam,6,1925,0,1103,1103,1103,1,1,Gd,2,2006,Normal,110500
1065,NA,11000,1Fam,5,1966,200,1154,1154,1154,1,1,Po,2,2009,Normal,154000
1066,80,14000,1Fam,7,1996,0,1306,1306,2260,2,0,NA,2,2010,Normal,328000
1067,59,7837,1Fam,6,1993,0,799,799,1571,2,1,TA,2,2009,Normal,178000
1068,80,9760,1Fam,6,1964,360,780,798,1611,1,0,NA,2,2008,Normal,167900
1069,42,3964,TwnhsE,6,1973,0,942,1291,2521,2,1,Gd,2,2006,Normal,151400
1070,60,9600,1Fam,5,1949,0,845,893,893,1,0,NA,2,2007,Normal,135000
1071,72,10152,1Fam,5,1956,120,1048,1048,1048,1,0,NA,1,2007,Normal,135000
1072,78,11700,1Fam,6,1968,0,727,829,1556,1,0,NA,2,2009,Normal,154000
1073,50,7585,1Fam,5,1948,0,810,1002,1456,1,1,TA,1,2006,Normal,91500
1074,75,7950,1Fam,6,1977,140,690,698,1426,1,0,NA,2,2009,Normal,159500
1075,74,8556,1Fam,7,2006,0,1240,1240,1240,2,0,NA,3,2007,Normal,194000
1076,75,13125,1Fam,7,1940,0,800,960,1740,1,2,Gd,1,2007,Normal,219500
1077,60,10800,1Fam,5,1936,0,796,1096,1466,2,1,TA,2,2006,Normal,170000
1078,NA,15870,1Fam,5,1969,0,1096,1096,1096,1,0,NA,1,2006,Abnorml,138800
1079,37,4435,TwnhsE,6,2004,169,848,848,848,1,1,Gd,2,2006,Normal,155900
1080,65,8775,1Fam,5,1994,0,990,990,990,1,0,NA,1,2007,Normal,126000
1081,80,11040,1Fam,6,1971,144,1258,1258,1258,2,0,NA,2,2008,Abnorml,145000
1082,75,7500,1Fam,5,1963,0,1040,1040,1040,1,0,NA,1,2010,Normal,133000
1083,70,8749,1Fam,7,2002,100,1459,1459,1459,2,1,Gd,2,2007,Normal,192000
1084,80,8800,1Fam,6,1964,425,1251,1251,1251,1,2,Gd,1,2006,Normal,160000
1085,NA,13031,1Fam,6,1995,0,691,691,1498,2,1,TA,2,2006,Normal,187500
1086,73,9069,1Fam,6,1992,0,936,996,996,1,0,NA,2,2010,Normal,147000
1087,NA,1974,TwnhsE,4,1973,0,546,546,1092,1,0,NA,1,2010,Normal,83500
1088,85,10574,1Fam,8,2005,0,1082,1082,1953,2,1,Gd,3,2009,Normal,252000
1089,24,2522,Twnhs,7,2004,50,970,970,1709,2,0,NA,2,2006,Normal,137500
1090,37,3316,TwnhsE,8,2005,0,1247,1247,1247,1,1,Gd,2,2006,Normal,197000
1091,60,8544,Duplex,3,1950,0,0,1040,1040,2,0,NA,2,2009,Normal,92900
1092,24,2160,Twnhs,7,1999,212,600,624,1252,2,0,NA,2,2008,Normal,160000
1093,60,8400,1Fam,6,1925,0,1181,1390,1694,2,1,Gd,2,2008,Normal,136500
1094,71,9230,1Fam,5,1965,166,864,1200,1200,1,0,NA,2,2006,Normal,146000
1095,74,5868,1Fam,5,1956,0,936,936,936,1,0,NA,1,2010,Normal,129000
1096,78,9317,1Fam,6,2006,0,1314,1314,1314,2,1,Gd,2,2007,Normal,176432
1097,60,6882,1Fam,6,1914,0,684,773,1355,1,0,NA,0,2007,Normal,127000
1098,NA,3696,TwnhsE,8,1986,0,1074,1088,1088,1,0,NA,2,2007,Normal,170000
1099,50,6000,1Fam,4,1936,0,672,757,1324,1,0,NA,1,2009,Normal,128000
1100,82,11880,1Fam,7,1978,206,1271,1601,1601,2,1,TA,2,2009,Abnorml,157000
1101,60,8400,1Fam,2,1920,0,290,438,438,1,0,NA,1,2009,Normal,60000
1102,61,9758,1Fam,5,1971,0,950,950,950,1,0,NA,1,2007,Normal,119500
1103,70,7000,1Fam,5,1960,45,1010,1134,1134,1,0,NA,1,2007,Family,135000
1104,79,8910,1Fam,6,1959,0,655,1194,1194,1,1,Fa,2,2006,Normal,159500
1105,24,2016,TwnhsE,5,1970,304,630,630,1302,2,0,NA,2,2007,Normal,106000
1106,98,12256,1Fam,8,1994,362,1463,1500,2622,2,2,TA,2,2010,Normal,325000
1107,114,10357,1Fam,7,1990,0,910,1442,1442,2,1,TA,2,2007,Normal,179900
1108,168,23257,1Fam,7,2006,0,868,887,2021,2,1,Gd,2,2006,Partial,274725
1109,NA,8063,1Fam,6,2000,0,924,948,1690,2,1,TA,2,2007,Abnorml,181000
1110,107,11362,1Fam,8,2004,42,1836,1836,1836,2,1,Gd,3,2009,Normal,280000
1111,NA,8000,1Fam,6,1995,0,773,773,1658,2,1,TA,2,2008,Normal,188000
1112,80,10480,1Fam,7,1976,660,803,1098,1964,2,1,Gd,2,2008,Normal,205000
1113,73,7100,1Fam,5,1957,0,816,816,816,1,0,NA,1,2006,Normal,129900
1114,66,8923,1Fam,5,1953,0,1008,1008,1008,1,0,NA,1,2007,Normal,134500
1115,90,5400,1Fam,5,1954,0,833,833,833,1,0,NA,1,2006,Normal,117000
1116,93,12085,1Fam,8,2007,328,1734,1734,1734,2,1,Gd,3,2007,Partial,318000
1117,NA,7750,1Fam,8,2002,0,408,779,1419,2,1,TA,2,2009,Normal,184100
1118,57,9764,1Fam,5,1967,0,894,894,894,1,0,NA,2,2008,Normal,130000
1119,85,13825,1Fam,5,1958,0,533,1021,1601,1,0,NA,1,2008,Normal,140000
1120,70,7560,1Fam,5,1959,0,1040,1040,1040,1,0,NA,1,2006,Normal,133700
1121,59,8263,1Fam,6,1920,0,1012,1012,1012,1,1,Gd,1,2007,Normal,118400
1122,84,10084,1Fam,7,2005,196,1552,1552,1552,2,0,NA,3,2006,Partial,212900
1123,NA,8926,1Fam,4,1956,0,672,960,960,1,0,NA,1,2009,Abnorml,112000
1124,50,9405,1Fam,5,1947,0,698,698,698,1,0,NA,0,2009,Normal,118000
1125,NA,9125,1Fam,7,1992,170,384,812,1482,2,1,TA,2,2007,Normal,163900
1126,60,10434,1Fam,4,1955,0,1005,1005,1005,1,1,TA,2,2009,Normal,115000
1127,53,3684,TwnhsE,7,2007,130,1373,1555,1555,2,1,TA,3,2009,Normal,174000
1128,182,14572,1Fam,7,2004,0,1530,1530,1530,2,1,Gd,3,2007,Family,259000
1129,59,11796,1Fam,7,2004,0,847,847,1959,2,1,Gd,2,2007,Normal,215000
1130,60,7200,Duplex,5,1980,180,936,936,936,1,0,NA,2,2007,Normal,140000
1131,65,7804,1Fam,4,1928,0,1122,1328,1981,2,2,TA,2,2009,Normal,135000
1132,63,10712,1Fam,5,1991,0,974,974,974,1,0,NA,0,2007,Abnorml,93500
1133,90,9900,1Fam,6,1880,0,1008,1178,2210,2,0,NA,1,2007,Normal,117500
1134,80,9828,1Fam,8,1995,0,1128,1142,2020,2,1,TA,2,2009,Normal,239500
1135,57,8773,1Fam,6,1997,0,916,916,1600,2,1,TA,2,2007,Normal,169000
1136,60,6180,1Fam,6,1926,0,960,986,986,1,1,Gd,1,2007,Normal,102000
1137,80,9600,1Fam,6,1950,0,1032,1032,1252,1,0,NA,1,2008,Abnorml,119000
1138,54,6342,1Fam,5,1875,0,780,780,1020,1,0,NA,0,2010,Normal,94000
1139,NA,9819,1Fam,6,1977,0,1567,1567,1567,2,2,TA,2,2009,Normal,196000
1140,98,8731,1Fam,5,1920,0,915,1167,1167,1,1,Gd,2,2007,Normal,144000
1141,60,7350,1Fam,5,1951,0,952,952,952,1,0,NA,2,2008,Abnorml,139000
1142,NA,10304,1Fam,5,1976,44,780,1088,1868,2,1,TA,2,2009,Normal,197500
1143,77,9965,1Fam,8,2006,340,1466,1466,2828,3,1,TA,3,2007,Partial,424870
1144,NA,9000,1Fam,5,1959,0,1006,1006,1006,1,0,NA,0,2008,Normal,80000
1145,60,12180,2fmCon,4,1941,0,672,672,924,1,0,NA,1,2010,Normal,80000
1146,52,6240,1Fam,5,1928,0,1042,1042,1576,1,1,Gd,1,2006,Family,149000
1147,NA,11200,1Fam,6,1985,85,1298,1298,1298,2,1,TA,2,2006,Normal,180000
1148,75,12000,1Fam,7,1941,0,704,860,1564,1,1,Gd,1,2009,Normal,174500
1149,NA,5700,1Fam,7,1926,0,572,572,1111,1,1,Gd,1,2008,Normal,116900
1150,50,9000,1Fam,7,1920,0,650,832,1482,1,0,NA,2,2009,Normal,143000
1151,57,8280,1Fam,6,1950,0,932,932,932,1,1,Gd,1,2007,Normal,124000
1152,134,17755,1Fam,5,1959,132,1466,1466,1466,1,2,Gd,2,2006,Normal,149900
1153,90,14115,1Fam,6,1956,0,1073,1811,1811,1,1,Gd,2,2006,Abnorml,230000
1154,NA,5890,1Fam,6,1930,0,816,816,816,1,0,NA,1,2008,Normal,120500
1155,NA,13700,1Fam,7,1965,288,864,902,1820,1,2,Gd,2,2008,Normal,201800
1156,90,10768,1Fam,5,1976,0,1437,1437,1437,2,1,Fa,2,2007,Normal,218000
1157,85,9350,1Fam,5,1965,0,1219,1265,1265,2,1,Gd,2,2008,Normal,179900
1158,34,5001,Twnhs,7,2007,166,1314,1314,1314,2,1,Gd,2,2009,Normal,230000
1159,92,11932,1Fam,8,2007,186,1580,1580,1580,2,0,NA,3,2008,Partial,235128
1160,76,9120,1Fam,6,1974,270,901,943,1876,2,1,TA,2,2008,Normal,185000
1161,24,2280,Twnhs,6,1978,0,855,855,1456,2,1,TA,2,2010,Normal,146000
1162,NA,14778,1Fam,6,1954,72,1296,1640,1640,1,1,Gd,2,2008,Normal,224000
1163,109,8724,1Fam,5,1968,0,894,894,894,1,1,Po,2,2007,Normal,129000
1164,60,12900,Duplex,4,1969,0,1198,1258,1258,0,0,NA,2,2008,Alloca,108959
1165,NA,16157,1Fam,5,1978,0,1360,1432,1432,1,1,TA,2,2007,Normal,194000
1166,79,9541,1Fam,7,2009,268,1502,1502,1502,2,0,NA,2,2009,Partial,233170
1167,64,10475,1Fam,8,2008,72,1694,1694,1694,2,0,NA,3,2010,Normal,245350
1168,58,10852,1Fam,6,2000,0,959,959,1671,2,1,TA,2,2006,Normal,173000
1169,120,13728,1Fam,6,1935,0,1127,1236,2108,2,2,TA,2,2008,Normal,235000
1170,118,35760,1Fam,10,1995,1378,1930,1831,3627,3,1,TA,3,2006,Normal,625000
1171,76,9880,1Fam,6,1977,0,1096,1118,1118,1,1,Po,1,2008,Normal,171000
1172,76,9120,1Fam,6,1958,0,1261,1261,1261,1,1,TA,2,2008,Normal,163000
1173,35,4017,TwnhsE,7,2006,0,625,625,1250,2,0,NA,2,2008,Normal,171900
1174,138,18030,1Fam,5,1946,0,1598,1636,3086,3,1,Gd,0,2007,Normal,200500
1175,80,16560,1Fam,6,1932,0,952,1170,2345,2,1,Gd,2,2006,Normal,239000
1176,85,10678,1Fam,8,1992,337,1683,2129,2872,2,1,TA,2,2007,Normal,285000
1177,37,6951,1Fam,5,1984,0,876,923,923,1,0,NA,1,2008,Normal,119500
1178,NA,3950,1Fam,6,1926,0,818,818,1224,1,0,NA,1,2009,Normal,115000
1179,54,7681,1Fam,5,1921,0,731,820,1343,1,1,Gd,1,2009,Normal,154900
